term,category,color
"Current residence: 36.72
- Former residence: 8.63
- Recent former residence: 10.63
- Ancient former residence: 7.49
- Duration of residence:
  - Current residence > 2 years: 41.93
  - Current residence < 2 years: 19.53
  - Former residence > 2 years: 11.66
  - Former residence < 2 years: 5.79
- Proximity:
  - Distance from current home: .74
  - Distance from former home: .87",statistical,plum
"Computational constraints related to edge effects in graph theory metrics required preprocessing and the use of a temporary buffer.
- Data cleaning was necessary to manage complexity and computational feasibility.
- Conversion of networks into a suitable form for graph theory analyses posed processing challenges.
- Maximum simulated likelihood (MSL) was limited by large choice-sets",other,lightcoral
"1. H f H s (High reliability and high relevance)
2. H f L s (High reliability and low relevance)
3. L f H s (Low reliability and high relevance)
4. L f L s (Low reliability and low relevance)
5. Distance within SA2
6. Distance 0-200m
7. Distance 200-500m
8. Distance 500m-1km
9. Distance 1-2km
10. Distance 2-5km
11. Opportunity variable (number of households or businesses)",statistical,plum
The authors chose neighborhoods as their spatial unit size or type because it aligns with the availability of data from ZG City's Public Security Department and allows for the analysis of crime patterns and environmental influences at a local level. The average area of 1.62 square kilometers per neighborhood suggests a focus on detailed spatial analysis within these defined areas.,other,lightcoral
"1. Same SA2
2. Node within 0-200 m
3. Node within 200-500 m
4. Node within 500 m-1 km
5. Node within 1-2 km
6. Node within 2-5 km
7. Number of households (residential burglary)
8. Number of business units (non-residential burglary)
9. Number of targeted business units (commercial robbery)
10. Number of commercial/public business units (personal robbery and sex offenses)",statistical,plum
"Data availability: Limited by the unavailability of certain data such as real estate values.
- Administrative boundary constraints: Difficulty in defining a single city centre point in Japan.
- Aggregation requirements: Use of 500m grid cells due to equal size for unbiased comparison.
- Generalizability: Results are specific to Sendai City and may not apply to other areas.",other,lightcoral
"Percentage of single-family dwellings: 1.13
- Ethnic heterogeneity: 1.15
- Proximity to burglar's home: 1.67
- Proximity to city centre: Negative (exact value not specified)
- Number of residential units: 1.35
- Ethnic heterogeneity for non-natives: 1.20
- Ethnic heterogeneity for natives: 1.10
- Proximity to home for minors: 2.22
- Proximity to home for adults: 1.63",statistical,plum
"especially including more serious offenders with longer offence histories.
- Utilize online survey instruments to capture a wider range of activity nodes and time-specific data.
- Consider using smartphone applications or GPS-tracking data to more comprehensively measure activity spaces.
- Assess the distinction between planned and opportunistic crimes in future analyses.",other,lightcoral
"Limited to cleared robberies due to availability of offender addresses.
- Exclusion of robberies committed by non-residents of Chicago.
- Exclusion of robberies on expressways and college campuses due to different law enforcement jurisdictions.
- Lack of information on business opening and closing hours.
- Use of time as a proxy for physical presence and business hours.",other,lightcoral
"Ambient population: Odds ratio = 0.915 (negative effect)
- Surveillance cameras: Odds ratio = 0.961 (negative effect)
- Density of road network: Odds ratio = 0.589 (negative effect)
- Subway stations: Odds ratio = 1.050 (positive effect)
- Malls and supermarkets: Increase odds by 17.6%
- Bus stops: Increase odds by 9.7%
- Proportion of migrants: Increase odds by 9.0%",statistical,plum
"Area where one offender lives at the time of the offense: 11.7
- Area where two or three offenders live at the time of the offense: 44.05
- Area where one offender has previously lived: 3.01
- Area where multiple offenders have previously lived: 8.41
- Area where one offender has previously offended: 4.8
- Area where multiple offenders have previously offended: 15.08",statistical,plum
"potentially excluding local network dealers.
- Study area selection based on practicality rather than representativeness.
- Street segments used as spatial units were too coarse and not stable over time.
- Reliance on self-report data may introduce biases or inaccuracies.
- Focus on downtown Amsterdam may not generalize to other areas or drug dealing environments.",other,lightcoral
"Same weekend day: OR = 6.38
- Different weekend day: OR = 2.93
- Same weekday: OR = 4.26
- Different weekday: OR = 3.82
- Different part of the week: OR = 3.02
- Same hour of the day: OR = 9.38
- Three-to five-hour difference: OR = 3.67
- Same weekend day with zero-hour difference: OR = 25.77
- Same weekend day with greater than six-hour difference: OR = 3.22",statistical,plum
"Improve data accessibility for empirical crime research in China.
- Explore different spatial units or scales of analysis beyond communities.
- Address the methodological issue of offenses being nested within offenders.
- Incorporate data from un-arrested robbers to reduce bias.
- Conduct comparative studies across different Chinese cities for broader validation.",other,lightcoral
"Model 1: 60% of variation in burglary rates explained by proximity to burglars (SWEBER measure)
- Model 2: Significant shared variance between proximity to burglars and proximity to CBD
- Model 3: 84% of variation in burglary rates explained by all variables
- Standardized effect of proximity to burglars' homes is larger than any other variable in Model 3",statistical,plum
The authors discuss the Modifiable Areal Unit Problem (MAUP) by justifying their choice of census tracts as the spatial unit of analysis due to data availability and computational constraints. They note that smaller units would reduce heterogeneity but require a smaller sample size. They also mention that effects are robust across different geographic levels,other,lightcoral
